,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Last_Q_Net - Prev_Q_Net,Sector,Updated_Price,Predict_Inc_Dec
1722,50.94,50.02,56.24,41.77,25180.0,24510.0,0.8289,0.0294,0.0045,0.1211,-0.0103,0.0924,27.67,50.79,22.42,19.3,3.120000000000001,2,51.09,1
1724,64.17,66.26,100.44,54.35,1390000.0,1200000.0,1.0279,0.009,0.1127,0.1623,-0.0467999999999999,-0.0704,83.41,68.85,74.46,82.29,-7.8300000000000125,4,70.27,1
1725,1.2917,1.5839,2.75,1.05,60170.0,58910.0,0.1796,-0.0254,-0.1481,-0.2123,-0.4192,-0.0302,3.6,1.17,-1.72,-2.0,0.28,3,1.36,1
1727,73.89,67.89,80.3,56.3,56640.0,37790.0,0.4754,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,6,79.87,1
1728,9.77,9.77,10.03,9.67,4010.0,54440.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.75,0
1729,14.08,15.78,30.37,9.23,216770.0,239480.0,0.1356,-0.0541,-0.2048999999999999,-0.4813,-0.4326,-0.3282,35.0,10.63,-9.46,-6.66,-2.8000000000000007,3,8.56,0
1730,166.47,187.67,262.55,151.27,221050.0,277010.0,0.6765000000000001,0.0306,0.0572,0.0843,-0.1815,-0.2213,198.6,173.01,75.4,69.8,5.6000000000000085,4,161.25,0
1732,1.8017,2.5299,7.45,1.23,573670.0,1370000.0,0.0288,-0.1319,-0.247,-0.3781,-0.5097999999999999,-0.2938,4.15,1.28,0.02,-0.23,0.25,7,1.28,0
1734,9.79,9.74,9.98,9.58,2160.0,3100.0,0.2082,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.77,0
1736,6.56,7.68,16.64,5.11,1310000.0,1200000.0,0.5135000000000001,-0.0102,-0.0381,-0.1471,-0.3387,-0.5518,15.0,5.88,3.77,5.34,-1.5699999999999998,4,5.25,0
1737,8.88,9.44,13.2,5.73,14070.0,7280.0,0.1146,-0.0465,-0.0667,-0.1083,-0.1158,0.344,27.67,8.4,0.15,0.14,0.0099999999999999,3,9.09,1
1738,24.25,25.54,33.99,16.06,135340.0,65900.0,0.467,-0.2689999999999999,-0.3289999999999999,-0.4136999999999999,-0.1115,0.0353,38.67,16.43,-8.53,-7.99,-0.5399999999999991,3,13.82,0
1741,9.98,12.21,34.75,6.9,134680.0,252890.0,0.8014,-0.1076999999999999,-0.0848,-0.3413,-0.0362,0.0353,48.33,9.07,-25.02,-15.48,-9.54,3,7.68,0
1742,76.51,58.02,94.39,39.69,352570.0,364450.0,0.9086,0.0231,0.1791,0.5776,0.7428,1.271,85.75,91.03,0.02,-0.23,0.25,4,89.18,0
1743,1.561,2.4233,6.42,1.255,127160.0,3040000.0,0.0634,-0.102,-0.3367,-0.2747,-0.5849,-0.5756,6.75,1.35,-2.97,-3.26,0.2899999999999996,3,1.24,0
1744,0.561,0.6874,2.0,0.42,630070.0,666160.0,0.1159,-0.1637,-0.1595,-0.3157999999999999,-0.382,-0.3696,27.67,0.47,-2.45,-2.31,-0.1400000000000001,3,0.51,1
1746,6.47,11.27,36.8,4.88,191000.0,302720.0,0.0435,-0.1,-0.1191,-0.364,-0.611,-0.6,16.0,5.82,0.02,-0.23,0.25,3,5.07,0
1747,23.06,22.28,24.73,18.18,100390.0,84870.0,0.8104,0.0306999999999999,0.0613999999999999,0.0916,0.0981,0.3002,24.8,23.76,21.73,21.97,-0.2399999999999984,1,25.5,1
1748,9.68,9.68,9.76,9.61,3030.0,34630.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.69,0
1751,10.52,11.95,24.13,8.43,562520.0,528660.0,0.6867,-0.0197,-0.1075,-0.2097,-0.3025,-0.5036,16.25,9.16,-99.65,4.7,-104.35,2,9.6,1
1752,1.8468,3.1535,9.16,1.36,273500.0,308790.0,0.1243,-0.1585,-0.3521,-0.2775,-0.5071,-0.8184,13.5,1.39,-4.47,-2.64,-1.83,3,1.6,1
1753,41.56,29.75,47.9,14.27,347400.0,238440.0,0.4311999999999999,0.0630999999999999,0.1113,0.3147,0.6214,0.2264999999999999,54.2,44.6,-20.58,-20.71,0.1300000000000025,3,32.2,0
1754,7.77,7.52,11.25,4.81,130860.0,97540.0,0.2228,-0.0274,-0.1153,-0.3696,-0.1886,0.0697,5.0,5.82,-0.8,-0.1,-0.7000000000000001,4,6.43,1
1755,88.91,92.73,107.73,81.0,198520.0,128430.0,0.9795,0.0359,0.1009999999999999,0.0741,0.0146,0.037,112.0,91.35,23.4,22.4,1.0,10,97.98,1
1758,17.08,14.67,18.97,10.92,508370.0,627720.0,0.7141,0.0365,0.0538,0.022,0.3139,0.4384,27.67,17.67,72.44,88.95,-16.510000000000005,3,16.99,0
1762,6.54,8.13,21.93,5.29,1710000.0,1280000.0,0.5600999999999999,-0.1110999999999999,-0.1782,-0.1782,-0.4609,-0.6511,10.12,5.83,-7.19,-13.04,5.849999999999999,4,5.04,0
1764,9.6,7.87,35.5,4.76,9200000.0,4990000.0,0.2504,0.9073,3.327,2.0659,1.7793,2.2269,27.67,27.11,0.02,-0.23,0.25,7,22.45,0
1766,40.99,37.08,46.5,22.2,147140.0,91500.0,0.8059000000000001,0.0494,-0.0323,0.068,0.3051,0.8691,44.0,39.75,0.02,-0.23,0.25,2,41.4,1
1767,0.8554,1.3251,3.8925,0.15,129.0,100.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,9,0.075,0
1768,67.61,69.55,77.4,61.85,423460.0,350470.0,0.9336,0.0384,0.068,-0.0175,0.0144,0.0401,77.82,68.94,43.23,35.07,8.159999999999997,3,69.24,1
1770,6.57,7.92,15.45,4.7,110680.0,95270.0,0.5182,-0.098,-0.0356,-0.417,-0.417,-0.5506,12.25,5.02,-0.95,-0.74,-0.2099999999999999,4,4.85,0
1774,4.9413,4.7182,10.67,3.305,34250.0,77670.0,0.0876,0.0204,-0.126,-0.0404,-0.0833,0.0227,27.67,5.9,0.39,1.3,-0.91,4,7.32,1
1775,43.1,43.71,53.06,35.92,301490.0,209240.0,0.654,0.0391,0.0104,0.0143,-0.0088,0.1452999999999999,27.67,42.55,63.5,63.52,-0.0200000000000031,1,45.15,1
1776,8.15,8.56,11.05,6.75,28600.0,36580.0,0.5131,0.0129,-0.0308,-0.0598,-0.1548,0.0356,11.0,8.13,16.1,5.2,10.900000000000002,1,7.95,0
1777,16.08,15.95,18.96,13.14,155750.0,162810.0,0.7909,0.0217,0.0789,-0.0166,0.0774,0.0204,21.4,15.96,11.51,13.23,-1.7200000000000006,4,16.48,1
1778,27.06,23.3,28.17,15.92,177720.0,227180.0,0.9292,0.0092,0.0137,0.0055,0.6004,0.2043,28.25,27.34,-31.85,-16.6,-15.25,3,27.23,0
1779,4.7472,5.5964,8.46,3.93,244000.0,87770.0,0.6847,0.1110999999999999,0.0435,0.0042,-0.2878,-0.3443,7.0,4.92,-4.23,-6.13,1.9,2,5.6,1
1780,42.43,37.52,55.19,28.4,1680000.0,656420.0,0.9161,0.0739,0.2646,0.445,0.268,0.659,60.33,53.91,-76.91,-68.74,-8.170000000000002,3,40.97,0
1781,3.8712,9.4923,29.9,3.05,102720.0,145430.0,0.2633,-0.0753,-0.1033,-0.0532,-0.769,-0.7945,4.62,3.53,-6.1,-4.95,-1.1499999999999997,4,3.64,1
1782,635.32,521.0,716.86,357.69,1740000.0,1520000.0,0.8728,0.0434,-0.0670999999999999,0.1848999999999999,0.3221,0.7129000000000001,742.37,649.85,228.0,380.0,-152.0,4,552.92,0
1783,5.3779,5.6589,6.58,4.51,39640.0,37870.0,0.5735,0.0098999999999999,-0.0745,-0.0608999999999999,-0.0574,0.1048,27.67,5.07,3.29,-11.89,15.18,1,5.26,1
1784,212.47,186.04,248.0,140.25,8430.0,4630.0,0.4794,0.0204999999999999,-0.0975999999999999,0.1352,0.2243,0.3642,27.67,194.1,14.5,19.78,-5.280000000000001,1,207.05,1
1785,31.04,36.78,64.37,25.04,1050000.0,1140000.0,0.8847,-0.0613,0.1158,-0.0877999999999999,-0.2321,-0.4629,51.19,31.08,-82.47,-80.88,-1.5900000000000034,3,32.13,1
1787,15.27,13.62,18.64,6.6,675450.0,180530.0,0.0753,-0.0232,0.01,0.2275,0.2902,2.6434,27.67,15.11,-5.2,-3.06,-2.14,4,10.46,0
1788,17.61,17.61,28.25,12.5,373140.0,649710.0,0.5528,-0.0723,-0.1253999999999999,-0.0588999999999999,-0.1115,0.0353,30.33,16.89,-678.72,-0.53,-678.19,1,12.07,0
1789,11.97,12.16,14.27,8.78,1770000.0,2040000.0,1.1232,0.0366999999999999,0.0911999999999999,-0.105,-0.0793,0.0412999999999999,14.0,11.98,55.84,391.3,-335.46000000000004,3,11.36,0
1790,9.83,9.78,9.94,9.6,7480.0,24450.0,0.6592,-0.001,-0.003,0.002,0.0081999999999999,0.0353,27.67,9.82,2.48,-4.23,6.710000000000001,1,9.84,1
1791,0.5129,0.9619,2.995,0.396,2540000.0,5000000.0,0.0848,-0.1222,-0.161,-0.3279999999999999,-0.8225,-0.5737,27.67,0.41,3.74,7.8,-4.06,3,0.39,0
1792,26.18,25.0,29.85,18.26,77710.0,57600.0,0.5318999999999999,0.0092,0.0202,0.0254,-0.0363,0.3926,32.0,26.32,0.02,-0.23,0.25,4,25.65,0
