,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Last_Q_Net - Prev_Q_Net,Sector,Updated_Price,Predict_Inc_Dec
1105,9.87,9.82,10.73,9.63,81720.0,75280.0,0.7811,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.88,0
1106,80.44,75.77,87.77,50.49,792880.0,681550.0,0.9179,0.0448,0.0168,0.0081,0.1134,0.5922999999999999,100.45,79.82,143.14,143.04,0.0999999999999943,1,89.72,1
1107,24.9,27.49,33.96,22.23,7570.0,8950.0,0.6673,-0.0179,-0.0068,-0.0084,-0.184,0.0008,27.67,24.93,0.02,-0.23,0.25,2,27.62,1
1108,2.2481,2.585,4.83,1.25,55970.0,111710.0,0.1618,0.065,-0.0333,-0.275,-0.3315999999999999,0.4172999999999999,27.67,1.93,-1.91,-1.77,-0.1399999999999999,9,1.62,0
1109,1.6894,2.9658,13.7,0.931,3080000.0,3500000.0,0.1293,-0.1202999999999999,-0.379,-0.4892,-0.6915,-0.8169,27.67,0.94,0.02,-0.23,0.25,4,0.971,1
1111,18.15,21.4,40.49,13.19,665180.0,234660.0,1.0353,-0.0292,-0.1821,-0.12,-0.2986,0.0353,31.67,15.49,-12.95,-10.35,-2.6,3,17.26,1
1112,33.87,42.29,99.95,26.69,1690000.0,1350000.0,0.7456999999999999,-0.0919,-0.1336999999999999,-0.3628,-0.5219,-0.6383,52.07,28.15,-39.08,-55.26,16.18,3,21.87,0
1113,9.99,9.95,21.06,9.72,50720.0,18610.0,0.7376,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.04,0
1114,6.47,7.67,13.49,5.01,428470.0,215190.0,0.6896,-0.0554,-0.1702,-0.2392,-0.3990999999999999,-0.5039,25.25,5.3,-22.22,-19.17,-3.049999999999997,3,4.44,0
1115,3.5357,4.7788,14.98,2.62,137820.0,113230.0,0.1694999999999999,-0.1253999999999999,-0.1905,-0.3674,-0.5055,-0.5444,11.0,2.71,-1.96,-1.27,-0.69,3,2.54,0
1116,3.1576,3.6904,9.74,2.21,3390000.0,3400000.0,0.1407,-0.1116,-0.2591,-0.3771,-0.4778,-0.6611,10.5,2.44,-11.45,-0.18,-11.27,5,2.13,0
1117,133.63,138.56,150.3,120.08,1980000.0,2690000.0,0.9425,0.0073,0.0661,-0.0348,-0.0742999999999999,-0.0537,172.27,134.98,294.0,204.0,90.0,7,130.84,0
1118,6.72,9.01,16.22,4.15,149790.0,50420.0,0.5528,0.2284,-0.1744,-0.297,-0.5917,0.0353,22.67,5.84,-12.27,-5.06,-7.21,3,6.01,1
1119,3.7434,4.9149,35.2,2.91,15200.0,289010.0,0.0059,0.0158,-0.153,-0.5069,-0.3779,0.0353,10.0,3.28,-0.29,-0.23,-0.0599999999999999,9,2.57,0
1120,22.82,16.59,23.22,11.41,6270.0,16219.999999999998,0.0948,-0.0002,-0.0011,0.7016,0.5173,0.8802,27.67,22.87,0.02,-0.23,0.25,1,22.83,0
1121,3.9864,4.4854,8.28,2.92,361560.0,361740.0,0.0138,-0.1176,-0.1892,-0.3878,-0.2611,-0.4652,7.91,3.09,0.02,-0.23,0.25,5,2.46,0
1122,10.05,10.05,10.55,9.95,25970.0,874680.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.02,0
1123,21.81,21.59,24.0,18.76,385310.0,209820.0,0.1035,0.0398,-0.0263,-0.0200999999999999,-0.1115,0.0353,27.67,20.5,137.21,91.18,46.03,1,22.28,1
1128,29.46,19.75,39.48,11.65,1180000.0,1050000.0,0.5528,-0.031,-0.3259,0.2614,0.0483,0.0353,45.4,25.41,-10.84,-118.14,107.3,2,18.7,0
1131,26.94,27.33,28.1,26.28,4710.0,7470.0,0.2688,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,26.7,1
1134,39.94,35.47,46.48,25.25,36560.0,18320.0,0.2527,0.0301,0.1281,0.2471999999999999,0.371,0.774,27.67,44.9,12.07,12.06,0.0099999999999997,1,43.41,0
1137,24.56,24.56,36.85,13.27,321790.0,259670.00000000003,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,3,8.61,0
1139,9.94,9.83,10.11,9.55,66130.0,91340.0,0.66,-0.002,-0.0045,0.002,0.0133,0.0353,27.67,9.93,-1.53,-3.02,1.49,1,9.98,1
1142,5.43,4.85,6.8,3.41,17610.0,27120.0,0.7048000000000001,0.0833,0.0467999999999999,0.0276,0.118,0.5027,6.6,5.65,1.4,-0.49,1.89,8,5.74,1
1144,33.59,31.66,36.0,20.95,86060.0,49260.0,0.5682,0.0316,0.0471,-0.0069999999999999,0.1148,0.6003000000000001,38.0,34.17,0.02,-0.23,0.25,1,34.52,1
1145,17.82,21.08,25.72,14.8,32690.0,24430.0,0.2971999999999999,0.0169,-0.1177,-0.2246,-0.3172,-0.2782,28.0,15.69,5.97,8.13,-2.160000000000001,5,15.61,0
1146,5.2936,9.1066,24.48,3.57,441280.0,721040.0,0.1011,-0.1636,-0.3089,-0.4534,-0.6703,-0.4827,19.67,3.67,-0.55,-4.83,4.28,5,3.18,0
1147,32.6,26.95,37.51,18.47,28310.0,25190.0,0.5309,-0.0032,-0.0683,0.0938,0.3290999999999999,0.6262,36.0,32.0,7.95,7.89,0.0600000000000005,1,34.94,1
1148,69.1,72.03,88.66,35.1,75730.0,99240.0,0.5782,0.0005,-0.0368,-0.0803,-0.2838,0.7870999999999999,91.33,63.49,-14.68,-5.32,-9.36,3,60.65,0
1149,248.74,209.45,307.75,153.8,1810000.0,2250000.0,0.9115,-0.0128,-0.2116,0.0809,0.0781,0.2537,265.5,224.02,89.93,98.25,-8.319999999999993,5,166.8,0
1151,9.72,9.74,10.48,9.59,910.0,5420.0,0.3359,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.7,0
1153,2.7604,2.728,6.22,1.9,34320.0,118370.0,0.0126,-0.0417,-0.2014,-0.2203,-0.2069,-0.2901,27.67,2.47,-1.17,7.56,-8.73,5,2.45,0
1154,14.64,24.88,54.96,11.73,382380.0,412940.0,0.7687,-0.0859,0.089,-0.2110999999999999,-0.5471,-0.6041,23.0,15.75,-5.27,-1.88,-3.39,7,16.05,1
1155,9.75,9.73,10.0,9.6,10450.0,15820.0,0.0002,0.0,0.0031,0.0093,0.0021,0.0353,27.67,9.75,0.02,-0.23,0.25,1,9.71,0
1157,6.74,9.64,17.38,3.06,465880.0,471810.0,0.321,-0.048,0.1759,-0.1372,-0.498,0.9012,15.14,6.56,-19.43,-15.6,-3.83,3,5.44,0
1158,2.484,2.3405,5.63,1.68,35450.0,182960.0,0.2155,0.0179,-0.0381,0.0758,-0.0697,0.1182,27.67,2.32,0.02,-0.23,0.25,4,2.28,0
1160,10.08,10.08,11.03,10.0,4970.0,251880.0,0.5528,0.0,-0.0069,-0.0588999999999999,-0.1115,0.0353,27.67,10.02,0.02,-0.23,0.25,1,10.21,1
1163,132.69,114.16,145.43,76.39,172160.0,154040.0,0.9726,0.0650999999999999,0.0989,0.1491,0.3651,0.7034,135.14,144.8,26.51,28.02,-1.509999999999998,4,130.01,0
1169,2.4591,2.8141,5.49,1.44,344310.0,934150.0,0.5528,-0.1257,-0.4252,-0.6256,-0.1115,0.0353,6.0,1.39,0.02,-1.35,1.37,4,1.35,0
1170,10.07,10.06,11.8,9.86,770.0,1490.0,0.1128,-0.005,-0.0069999999999999,-0.002,-0.0186,-0.0025,27.67,10.02,5.14,-0.62,5.76,1,10.02,0
1171,5.75,6.5,10.68,5.0,45590.0,65420.0,0.3274,-0.0615,-0.0395999999999999,-0.1721,-0.2468,0.0788,12.0,5.3,0.02,-0.23,0.25,3,6.4,1
1174,16.82,16.38,18.23,14.01,18710.0,9030.0,0.4523,0.0040999999999999,0.0034999999999999,0.0319,0.047,0.1556,18.0,17.18,9.76,9.91,-0.1500000000000003,1,17.32,1
1175,22.84,26.09,31.99,20.07,241480.0,356570.0,1.0511,0.0448,0.1818,0.0492,-0.1002,-0.0535,27.78,25.35,0.02,-0.23,0.25,4,24.5,0
1176,19.58,19.65,24.78,14.3,374480.0,265270.0,0.7947,0.0056999999999999,0.0093999999999999,0.054,-0.053,0.2908,26.0,19.72,58.7,5.64,53.06,7,21.71,1
1177,2.4277,3.7662,19.44,1.46,82330.0,166110.0,0.0046999999999999,-0.1461,-0.3407,-0.4735,-0.6575,0.0353,27.67,1.65,0.02,-0.23,0.25,5,1.26,0
1178,41.19,43.99,56.47,18.64,191500.0,240220.0,0.8031,0.1026,0.0843999999999999,-0.0785,-0.0526,1.4497,68.0,44.76,78.34,9.23,69.11,2,43.28,0
1179,50.91,47.19,58.25,36.48,200320.0,99980.0,0.9446,-0.0405,0.0919,-0.0533999999999999,0.2185,0.1268,50.5,52.48,0.02,-0.23,0.25,3,47.74,0
1180,6.5,26.49,76.75,4.49,1000000.0,1750000.0,1.0198,-0.0269,-0.1264,-0.2868,-0.8822,-0.906,10.5,5.05,-19.32,-13.62,-5.700000000000001,3,5.46,1
1181,11.01,10.32,26.27,9.21,1090000.0,791520.0,0.5989,0.0085,0.0141999999999999,0.0523,0.0644,0.0708,27.67,10.8,-0.22,-0.94,0.72,1,15.42,1
1182,20.73,20.3,23.03,15.48,674060.0,629880.0,0.4854,0.0183,0.0074,0.0039,-0.001,0.235,24.5,20.39,172.3,172.17,0.1300000000000238,1,21.87,1
1185,3.3164,5.1297,18.0,2.0,102440.0,81750.0,0.1684,-0.122,-0.2824,-0.5821999999999999,-0.6333,-0.813,27.67,2.2,-5.86,2.56,-8.42,8,2.84,1
1186,6.71,6.03,12.0,4.05,117590.0,281530.0,0.155,-0.0172,-0.1132,-0.2269999999999999,0.0833,0.2739,18.0,5.89,-4.76,-2.26,-2.5,3,5.2,0
1188,10.19,10.09,10.37,9.94,1080.0,11000.0,0.8375,0.0015,0.001,0.0139,0.0159,0.0353,27.67,10.21,-0.49,-0.63,0.14,1,10.24,1
1189,9.12,12.08,19.5,7.5,15860.0,20240.0,0.2722,0.0650999999999999,-0.0098999999999999,-0.0722,-0.2748,-0.3948,18.0,8.69,1.9,3.44,-1.54,7,8.28,0
1190,14.21,16.66,21.96,12.06,259180.0,164980.0,0.9461,-0.0237,0.0776999999999999,-0.184,-0.2339999999999999,-0.2289,18.0,14.23,10.16,8.82,1.34,5,14.02,0
1191,156.69,142.51,177.71,122.85,57580.0,41400.0,0.1852,0.0608,0.18,0.2097,0.3477,0.3556,157.0,173.57,0.02,-0.23,0.25,2,176.07,1
1194,4.908,7.4583,22.91,3.81,62980.0,75130.0,0.6596,-0.0513,-0.1583999999999999,-0.2845,-0.4627,-0.7193,28.8,4.35,-9.82,-7.38,-2.4400000000000004,3,4.78,1
1196,0.9922,1.6763,4.98,0.57,2060000.0,838340.0,0.3364999999999999,-0.07,-0.0532,-0.5766,-0.6575,-0.8342,3.5,0.71,-9.88,-36.06,26.18,3,0.57,0
1197,4.861,5.8045,8.8,3.71,11930.0,13490.0,0.0250999999999999,-0.0748,-0.1644,-0.3701,-0.3938,-0.2255,27.67,3.85,-0.03,0.82,-0.85,4,3.95,1
1198,8.44,8.44,10.49,6.91,1830000.0,1120000.0,0.5528,0.0056999999999999,0.1045,-0.1177,-0.1186,0.0353,27.67,8.64,0.02,-0.23,0.25,4,4.69,0
1199,28.41,28.09,36.4,25.5,4930.0,1920.0,0.1512,0.0023,-0.0412,0.0511,-0.0045,0.1825,27.67,28.98,2.75,2.74,0.0099999999999997,1,29.16,1
1200,1.4468,1.4978,4.0,1.08,16930.0,24790.0,0.0,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,3,1.46,0
1201,2.0772,2.3145,2.88,0.8,70.0,129.0,0.2572,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,7,2.01,0
1202,81.38,58.38,102.0,40.37,182230.0,207030.0,0.9776,-0.0401999999999999,-0.1518,0.3238,0.6878,0.7728,90.2,73.62,-24.6,-24.02,-0.5800000000000018,3,61.98,0
1203,57.48,48.54,61.67,29.21,293040.0,344790.0,1.1828,0.0107,0.0219,0.2157,0.2716,0.6286,67.75,59.95,83.57,96.5,-12.930000000000009,1,63.97,1
1207,21.26,20.19,24.99,13.45,370300.0,394810.0,0.6263000000000001,0.0297,-0.0258,0.0993999999999999,-0.0729,0.611,26.5,21.4,1.07,1.07,0.0,2,19.71,0
1208,3.5652,6.9694,13.4,2.75,208330.0,570580.0,0.0684,0.0032,-0.1573,-0.1877,-0.7323999999999999,-0.617,27.67,3.19,0.02,-0.23,0.25,7,3.25,1
1209,6.8948,9.1662,13.11,3.76,477420.0,468330.0,0.6522,0.0415,-0.1804,-0.522,-0.5182,0.0353,10.33,4.87,-3.39,-2.98,-0.4100000000000001,5,3.38,0
1212,236.3,243.8,269.12,194.21,52580.0,39890.0,0.8058,0.0366999999999999,0.1155,0.0484999999999999,0.0411,0.2314,27.67,248.56,0.02,-0.23,0.25,1,259.66,1
1215,3.5859,4.2064,10.16,1.07,82150.0,78840.0,0.2373,-0.0392,-0.1326999999999999,-0.3988,-0.5084000000000001,1.7477,11.0,2.94,-2.46,-5.15,2.6900000000000004,3,2.75,0
1217,47.83,47.25,52.0,33.28,224040.0,158420.0,0.5922,0.0206,0.0089,0.036,0.0233,0.3832,55.0,47.35,36.95,31.31,5.640000000000004,1,49.7,1
1218,10.49,10.3,11.84,9.77,1690.0,2840.0,0.1641,-0.003,0.0056,0.0124,0.0242,0.0353,27.67,10.55,-1.53,-3.02,1.49,1,10.45,0
1220,4.0598,5.68,22.95,1.83,1100000.0,2450000.0,0.1252,-0.1694999999999999,-0.5494,-0.4079,-0.7008,-0.8602,14.14,2.09,-0.53,-0.23,-0.3,1,2.09,0
1222,16.75,18.78,24.47,11.87,491760.0,323570.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,3,13.25,1
1224,7.59,16.31,39.49,4.7,1730000.0,2180000.0,0.7612000000000001,-0.0624,-0.4459,-0.6133,-0.7726000000000001,-0.8227,13.18,5.08,-69.39,-43.67,-25.72,3,4.13,0
1227,9.81,9.81,10.88,9.59,790.0,21160.0,0.3804,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.82,0
1228,3.3516,3.4434,7.56,2.62,173160.0,49170.0,0.0448,0.039,-0.1413,-0.0136,-0.0966,0.4251,27.67,3.24,0.49,-0.1,0.59,2,2.57,0
1229,115.78,133.04,167.71,101.18,371390.0,519530.0,0.9724,-0.0014,0.1092,-0.0868,-0.1296,-0.1682999999999999,171.71,117.84,73.88,8.63,65.25,4,125.98,1
1231,27.65,22.52,39.17,5.29,83030.0,143540.0,0.0434,0.0953999999999999,-0.0742,-0.2398999999999999,0.0598,3.8725,46.5,24.3,8.46,7.95,0.5100000000000007,2,26.6,1
1235,9.67,6.89,14.36,4.65,341470.0,2360000.0,0.4636,0.0339,-0.1202,0.6738,0.7076,1.44,11.5,10.96,0.88,0.26,0.62,4,9.79,0
1236,0.5337,0.9671,5.53,0.36,4850000.0,3260000.0,0.2257999999999999,-0.1131,-0.1079,-0.4636,-0.6605,-0.8495999999999999,1.69,0.39,-74.06,-33.43,-40.63,3,0.395,1
1237,0.9136,1.2594,4.8,0.508,327650.0,319860.0,0.1167,-0.0975,-0.2781,-0.5524,-0.5982,-0.785,9.0,0.59,-1.97,-2.29,0.32,3,0.516,0
1241,18.61,20.47,25.77,15.5,2020000.0,1840000.0,0.8661,0.0032,0.123,-0.0795,0.0423,-0.0557,29.77,18.96,38.2,96.09,-57.89,3,17.77,0
1242,0.6933,1.3535,2.83,0.188,6270000.0,2220000.0,0.3321,-0.2098999999999999,-0.5976,-0.8406999999999999,-0.8725,-0.8926000000000001,3.2,0.2,-23.53,-14.27,-9.260000000000002,3,0.18,0
1243,169.53,165.73,191.85,118.3,2460000.0,2480000.0,0.9937,0.0209,0.0868999999999999,0.0883999999999999,0.1054,0.3782999999999999,190.19,183.66,376.0,-172.0,548.0,5,185.06,1
1244,127.08,121.72,137.8,88.82,1020000.0,1120000.0,0.9426,0.0448,0.0506,0.1001,0.052,0.4069,119.71,133.17,359.07,316.37,42.69999999999999,2,123.88,0
1247,33.05,32.31,36.0,28.0,30.0,32.0,0.0,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,31.75,1
1251,11.88,11.56,12.25,9.99,13890.0,5180.0,0.1841,-0.0176,-0.0118,0.0043,0.0607,0.1769,27.67,11.86,6.37,6.59,-0.2199999999999997,1,11.9,1
1255,9.94,9.89,10.05,9.65,27150.0,62400.0,0.4909,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.93,0
1256,9.78,9.76,10.02,9.65,695240.0,200280.0,0.6839,0.0021,-0.0081,-0.002,-0.001,0.0353,27.67,9.74,0.02,-0.23,0.25,1,9.78,1
1257,9.81,9.81,11.15,9.62,130.0,18520.0,0.7031999999999999,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.82,0
1259,7.04,10.57,20.75,4.51,1410000.0,1950000.0,0.0356,0.0104,-0.2092,-0.4905,-0.6893,-0.515,16.67,5.02,-5.73,-1.82,-3.91,5,5.32,1
1260,7.26,9.2,13.08,4.32,88130.0,109990.0,0.6297999999999999,0.0542,0.0622,-0.1832,-0.4484,0.6355,14.0,7.3,-2.42,-3.97,1.5500000000000005,9,7.3,0
1261,18.04,16.61,18.99,13.03,81690.0,107160.0,0.4286999999999999,0.0332,0.0489,0.1985,0.2030999999999999,0.4299,20.5,18.62,28.36,28.35,0.009999999999998,1,19.57,1
1265,7.1293,7.2079,10.078,3.822,119090.0,148210.0,0.5633,0.0024,-0.1172,-0.5453,-0.4211,-0.4048,10.8,4.39,-4.18,-4.0,-0.1799999999999997,3,4.68,1
1267,53.22,54.19,69.45,43.69,6280.0,4060.0,0.1333,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,52.65,1
1270,10.58,12.39,18.52,8.95,113250.0,75340.0,0.9948,0.0301,0.1564,-0.025,-0.1853999999999999,-0.0569,17.5,11.24,17.26,-0.08,17.34,5,10.23,0
1271,43.79,40.49,45.92,26.83,4780000.0,4220000.0,0.8392000000000001,0.0327,0.0212,0.0129,0.1483,0.6092,49.02,43.73,706.09,718.08,-11.990000000000007,1,49.54,1
1272,9.9,9.92,10.75,7.59,13360.0,80640.0,0.8641,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.8,0
1273,10.32,10.86,15.7,9.74,379070.0,632820.0,0.5454,0.0,-0.0418,-0.0324,-0.192,0.0353,10.25,9.85,8.7,-7.54,16.24,1,9.93,1
1274,13.2,13.2,14.6,11.9,105940.0,132480.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,16.96,1
1275,32.1,31.07,33.65,21.76,56070.0,35800.0,0.6926000000000001,0.0167,0.0394,0.0314,0.074,0.4435,37.0,32.18,15.94,15.91,0.0299999999999993,1,33.61,1
1276,13.03,13.99,22.5,8.77,188920.0,114280.0,0.1433,0.0611,-0.3807999999999999,-0.2421,-0.2836,0.0353,30.0,10.53,-9.96,-15.17,5.209999999999999,3,9.42,0
1279,10.21,10.2,10.26,10.05,10300.0,166720.0,0.5528,-0.0029,-0.0083,-0.0588999999999999,-0.1115,0.0353,27.67,10.15,0.02,-0.23,0.25,0,10.28,1
1280,30.51,29.68,32.63,23.4,21470.0,17430.0,0.4855,0.0532,0.0546,0.0746,0.0764,0.2628999999999999,27.67,31.3,10.99,10.99,0.0,1,33.72,1
1281,40.1,38.87,42.89,29.17,69950.0,72420.0,0.6559999999999999,0.0163999999999999,-0.0038,-0.0074,0.0409,0.2812,45.3,38.94,21.21,21.21,0.0,1,39.37,1
1282,29.33,27.64,31.89,17.56,12590.0,11260.0,0.6377,0.0175,0.0125,0.0034,0.0754,0.5951,34.0,29.2,8.34,8.39,-0.0500000000000007,1,30.22,1
1283,33.57,31.14,36.73,21.26,42380.0,34180.0,0.4063,0.0093999999999999,0.0067,0.0375999999999999,0.1106,0.5426,37.0,33.26,17.28,17.54,-0.259999999999998,1,34.75,1
1284,20.83,20.11,23.42,16.18,16020.0,9120.0,0.5512,0.0152,-0.0218,0.0434,-0.0043,0.1666,23.1,20.67,7.56,7.54,0.0199999999999995,1,21.23,1
1285,44.26,42.9,47.0,37.7,73610.0,46200.0,0.6670999999999999,0.0078,0.0331,0.069,0.1077999999999999,0.1705999999999999,47.0,45.02,13.02,13.41,-0.3900000000000005,1,45.54,1
1286,16.6,15.55,17.25,11.25,7630.0,14120.0,0.4134,-0.0183,-0.0371,-0.0177,0.0613999999999999,0.423,18.56,16.1,9.45,9.53,-0.08,1,16.62,1
1287,26.7,24.77,29.41,19.55,180600.0,137720.0,0.6581999999999999,0.0316,-0.0323,-0.0601,0.1177,0.2586,32.0,25.2,45.0,45.1,-0.1000000000000014,1,27.5,1
1288,20.33,17.99,23.06,13.94,7950.0,10980.0,0.0904,-0.0157,0.0405,0.1409,0.1655,0.2741,23.65,20.6,9.74,9.74,0.0,1,21.42,1
1289,42.34,34.84,47.63,27.33,31140.0,38610.0,0.7168000000000001,0.0665,0.0806,0.5112,0.5278,0.6670999999999999,56.0,47.45,0.02,-0.23,0.25,1,52.8,1
1290,41.54,43.55,51.24,37.23,510790.0,393770.0,0.8495,0.0521,-0.0037,0.02,-0.0253,0.0141999999999999,47.8,40.7,61.75,61.73,0.0200000000000031,1,44.11,1
1291,43.12,42.12,45.84,31.77,36040.0,25870.0,0.3721,0.0187,0.0248,0.048,0.0625,0.281,50.4,42.76,18.14,18.12,0.0199999999999995,1,44.22,1
1292,22.81,20.9,23.87,16.5,5800.0,2360.0,0.2253,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,23.03,1
1293,26.85,25.67,29.98,19.59,4500.0,7260.0,0.3009,0.0132,-0.0087,-0.0799,0.0553,0.2385,34.0,25.75,7.2,7.18,0.0200000000000004,1,27.67,1
1295,19.3,18.29,20.5,15.3,9540.0,7850.0,0.4256,-0.0308,-0.0559,-0.0054,0.047,0.1882,24.0,18.25,6.62,6.62,0.0,1,20.19,1
1296,2.0482,5.963,26.3,1.27,377070.0,1670000.0,0.0579999999999999,-0.069,-0.2857,-0.5329,-0.8354,-0.8271,20.0,1.39,-30.4,-9.28,-21.12,3,1.45,1
1300,3.1706,5.147,21.45,1.68,680720.0,1230000.0,0.0297,-0.0833,-0.1852,-0.6986,-0.5268999999999999,0.0353,9.25,1.74,0.02,-1.7,1.72,3,1.66,0
1302,24.04,22.84,25.22,15.94,185730.0,114970.0,0.7223999999999999,0.0213,0.0316,0.068,0.1433,0.4871,27.5,24.42,31.57,31.68,-0.1099999999999994,1,25.7,1
1309,41.93,39.38,52.39,32.69,451390.0,312800.0,0.9276,0.07,0.083,0.2225,0.2628,0.0946,48.62,46.04,20.5,17.91,2.59,4,43.01,0
1312,9.76,9.74,10.26,8.99,6070.0,38850.0,0.6893,-0.001,-0.0076,0.0040999999999999,-0.0060999999999999,0.0353,27.67,9.74,7.2,-8.72,15.920000000000002,1,9.75,1
1313,10.76,11.57,19.4,9.71,226075.0,241960.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.96,0
1315,1.9604,2.4611,5.75,1.5,113750.0,89150.0,0.1553,-0.0793,-0.1838,-0.3574,-0.4899,-0.1925,27.67,1.53,-0.08,0.24,-0.32,5,1.64,1
1316,12.16,12.77,28.6,8.43,719020.0,889330.0,0.9021,0.0464,-0.1564,-0.2176,-0.2899,0.151,7.0,10.44,31.42,-1.19,32.61,5,10.61,1
1317,171.49,154.99,190.29,101.82,172120.0,151460.0,1.0457,0.0394,-0.0594,0.1289,0.061,0.5661999999999999,190.14,166.1,43.82,44.27,-0.4500000000000028,5,152.34,0
1319,32.62,31.76,34.9,25.93,3440.0,2560.0,0.1953,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,33.7,1
1320,9.79,9.81,12.39,9.56,1730.0,19540.0,0.4572,0.0021,-0.0070999999999999,-0.0081,-0.0181,0.0353,27.67,9.75,1.73,-1.3,3.03,1,9.8,1
1321,68.12,60.66,72.43,42.03,359190.0,417990.0,0.0334,0.0359,0.0097,0.1167,0.0755,0.3593,76.0,70.25,204.53,51.76,152.77,1,66.84,0
1323,35.48,37.44,53.36,23.19,1560000.0,1770000.0,0.5528,-0.1477,-0.2957,-0.4061999999999999,-0.1115,0.0353,50.42,26.02,-107.42,-0.23,-107.19,4,22.55,0
1324,37.01,46.03,58.94,32.06,766740.0,761260.0,1.071,0.0472,0.0424,-0.1094999999999999,-0.2653999999999999,-0.2579,50.83,36.72,76.0,40.0,36.0,5,37.34,1
1326,15.06,16.83,22.7,12.62,603760.0,519880.0,0.1716,-0.0291,-0.0179,-0.1674,-0.1972,0.0353,21.8,13.85,23.0,19.0,4.0,2,14.36,1
1328,89.07,87.04,189.89,53.02,537720.0,469650.0,0.3875,-0.0428,0.0113,0.0908,0.0638,0.9315,141.0,100.31,122.52,79.81,42.71,3,81.34,0
1329,6.0281,7.9629,13.3,4.454,23360.0,23500.0,0.7988,-0.08,-0.2294999999999999,-0.43,-0.4307,-0.6144,19.0,4.64,-19.43,-26.85,7.420000000000002,3,6.28,1
1330,1.661,2.804,11.29,0.98,5450000.0,1930000.0,0.0650999999999999,0.1495,-0.2264,-0.3881,-0.6095,-0.3404999999999999,27.67,1.5,-10.31,-0.4,-9.91,4,1.01,0
1331,8.79,9.44,17.12,7.15,7130.0,6550.0,0.0819999999999999,-0.0063,-0.0650999999999999,-0.1754,-0.3603,-0.3918,27.67,7.81,19.81,31.36,-11.55,5,8.05,1
1332,26.12,25.19,30.89,23.33,330.0,622.0,0.0011,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,29.2,1
1335,10.39,10.42,15.99,5.5,15000.0,40620.0,0.0742999999999999,0.1055,0.0429,0.147,-0.2673,0.7846,22.5,10.7,-3.62,-5.93,2.31,5,11.0,1
1337,57.89,56.34,65.0,43.0,12190.0,9280.0,0.4772,0.0411,0.0256999999999999,0.0218,0.0542,0.3044,27.67,57.09,0.02,-0.23,0.25,6,57.18,1
1341,20.34,18.95,21.49,13.65,13820.0,15980.0,0.2805,-0.0034999999999999,-0.0272,-0.0081,0.1384999999999999,0.3505,19.12,19.79,14.61,14.52,0.0899999999999998,1,20.2,1
1342,9.73,9.74,10.3,9.6,9170.0,45490.0,0.3503,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.73,0
